"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT16","WT17","WT18","WT19","WT22"
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-06","9.40"," 2240"," 0114","0.12","2.3","13.0",,"20","11","  360","  280",,"23.0","31.1","    1",,,,,,,"    1",,,,"    1",,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-07","14.32"," 0000"," 2354","0.00","0.0","13.0",,"13","0","   10","   10",,"21.0","25.9","    1",,,,,,,"    1",,,,,,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-08","6.71"," 2251"," 2251","0.21","1.5","14.0",,"25","-3","  340","  340",,"17.0","17.0","    1",,,,,,,"    1",,,,"    1",,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-09","6.71"," 2130"," 2120","0.17","1.8","15.0",,"29","22","  220","   20",,"25.1","29.1","    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1"
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-10","12.08"," 2319"," 2309","0.00","0.0","15.0",,"23","14","  160","  160",,"25.1","32.0","    1","    1",,,,,,"    1",,,,,,,"    1",,"    1"
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-11","23.71"," 2117"," 2341","0.03","1.2","13.0",,"39","14","  310","  310",,"40.9","51.0","    1","    1",,,,,,"    1","    1",,,,,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-12","18.34"," 0104"," 0103","0.00","0.0","13.0",,"14","6","  330","  330",,"40.9","51.0","    1",,,,,,,"    1",,,,,,,"    1","    1","    1"
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-13","7.38"," 2344"," 2229","0.00","0.2","13.0",,"18","4","  170","  170",,"17.9","25.1","    1",,,,,,,"    1",,,,"    1",,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-14","16.11"," 1955"," 2012","0.00","0.0","13.0",,"34","13","  160","  150",,"23.0","30.0","    1",,,,,,,"    1",,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-15","8.95"," 1331"," 0018","0.01","0.0","11.0",,"41","29","  220","  160",,"14.1","17.9","    1",,,,,,,,,,,"    1","    1",,,"    1",
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-16","11.63"," 1338"," 1212","0.00","0.0","11.0",,"42","25","  160","  160",,"25.1","32.0","    1",,,,,,,,,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-17",," 1148"," 2359","0.04","0.0","8.0",,"42","26","  250","  250",,"12.1","13.0","    1",,,,,,,,,,,,"    1",,,"    1",
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-18",," 1700",,"0.00","0.0","8.0",,"28","18","  320",,,"14.1",,,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-19","17.00"," 1011"," 1427","0.05","0.0","7.0",,"42","25","  160","  150",,"25.9","36.9","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-20","13.87"," 0212"," 0211","0.00","0.0","4.0",,"42","35","  140","  140",,"28.0","36.0","    1",,,,,,,"    1",,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-21","7.83"," 0137"," 0143","0.00","0.0","3.0",,"38","33","  280","  290",,"17.9","21.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-22","18.79"," 1518"," 1518","0.89","4.4","6.0",,"37","27","   80","   80",,"31.1","38.9","    1","    1",,,,,,,,,,,"    1","    1","    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-23",," 1432"," 1511","0.23","3.7","10.0",,"27","5","   20","   40",,"21.9","21.9","    1",,,,,,,,,,,"    1",,,"    1","    1","    1"
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-24","2.24"," 1633"," 1634","0.00","0.0","9.0",,"29","1","  280","  280",,"8.9","10.1","    1","    1",,,,,,"    1",,,,"    1",,,,,"    1"
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-25","2.24"," 0554"," 0124","0.00","0.0","9.0",,"33","0","  350","   10",,"8.1","8.9","    1",,,,,,,"    1",,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-26","6.71"," 0840"," 1202","0.00","0.0","7.0",,"29","4","  130","  110",,"17.0","21.0","    1",,,,,,,"    1",,,,"    1",,,,,"    1"
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-27","3.80"," 1340"," 1521","0.00","0.0","7.0",,"30","3","  130","  140",,"12.1","14.1","    1",,,,,,,"    1",,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-28","5.82"," 1342"," 1427","0.00","0.0","7.0",,"33","7","  130","  100",,"13.0","15.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-29","2.24"," 0156"," 0152","0.00","0.0","6.0",,"36","7","   50","   30",,"10.1","34.9","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-30","10.51"," 1352"," 0821","0.00","0.0","6.0",,"35","15","  150","  200",,"19.9","25.9",,,,,,,,,,,,,,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-03-31","10.51"," 0127"," 0126","0.09","1.6","6.0",,"36","32","  160","  160",,"17.0","23.9","    1",,,,,,,,,,,"    1","    1",,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-01","10.07"," 1304"," 0558","0.00","0.0","6.0",,"38","27","  270","  280",,"17.0","23.9","    1",,,,,,,,,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-02","7.16"," 2351"," 2209","0.00","0.0","5.0",,"43","26","   90","  100",,"16.1","23.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-03","14.54"," 2330"," 2325","0.00","0.0","4.0",,"43","34","  340","  340",,"33.1","40.9","    1",,,,,,,,,,,"    1",,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-04","16.78"," 0113"," 0112","0.00","0.0","2.0",,"40","28","  340","  350",,"33.1","40.0","    1",,,,,,,,,,,"    1",,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-05","9.62"," 1401"," 0858","0.00","0.0","0.0",,"46","29","  260","  180",,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-06","4.70"," 1432"," 1518","0.00","0.0","0.0",,"50","27","  200","  200",,"13.0","14.1","    1","    1",,,,,,"    1",,,,"    1",,,,,"    1"
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-07","10.74"," 1340"," 1224","0.04","0.0","0.0",,"62","32","  150","  130",,"25.9","36.0","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-08","11.18"," 1211"," 1236","0.00","0.0","0.0",,"56","40","  180","  160",,"23.9","30.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-09","6.71"," 1209"," 1204","0.00","0.0","0.0",,"55","42","  140","  140",,"19.9","23.9","    1",,,,,,,"    1",,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-10","18.79"," 1221"," 1225","0.73","0.0","0.0",,"48","41","  340","  340",,"30.0","34.9","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-11","10.29"," 0919"," 0914","0.00","0.0","0.0",,"61","37","  230","  290",,"25.1","30.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-12","10.74"," 1702"," 1646","0.00","0.0","0.0",,"62","42","  330","  330",,"21.0","25.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-13","16.11"," 0944"," 0725","0.00","0.0","0.0",,"47","31","  360","   10",,"25.9","32.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-14","15.43"," 1712"," 1456","0.00","0.0","0.0",,"49","27","   90","   80",,"23.0","29.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-15","10.74"," 0155"," 0153","0.55","2.1","0.0",,"36","30","   70","   80",,"21.9","28.0","    1","    1",,,,,,,,,,,"    1",,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-16","13.20"," 1356"," 1356","0.03","0.3","2.0",,"37","31","  320","  320",,"23.9","29.1","    1",,,,,,,,,,,"    1",,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-17","12.97"," 1819"," 0251","0.00","0.0","0.0",,"40","29","  340","  360",,"21.0","25.1","    1",,,,,,,,,,,"    1",,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-18","7.83"," 1801"," 1400","0.03","1.7","2.0",,"40","31","  360","  330",,"13.0","16.1","    1",,,,,,,,,,,"    1",,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-19","9.62"," 1816"," 1837","0.02","0.0","0.0",,"44","31","  360","  360",,"17.0","21.0",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-20","10.51"," 1609"," 1608","0.04","0.0","0.0",,"46","31","  290","  290",,"17.0","21.0","    1",,,,,,,,,,,"    1","    1",,"    1","    1",
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-21","14.76"," 1158"," 1139","0.12","0.0","0.0",,"46","29","  150","  160",,"25.9","33.1","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-22","12.75"," 1215"," 1133","0.41","0.0","0.0",,"45","38","  110","  120",,"21.0","25.9","    1",,,,,,,"    1",,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-23","11.41"," 0838"," 0916","0.00","0.0","0.0",,"55","38","  340","  320",,"19.9","23.0","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-24","13.65"," 1455"," 1454","0.00","0.0","0.0",,"64","38","  230","  240",,"23.9","31.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-25","6.26"," 0949"," 1400","0.00","0.0","0.0",,"66","36","  190","  180",,"15.0","17.0",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-26","10.29"," 1345"," 1345","0.00","0.0","0.0",,"57","47","   70","   80",,"23.9","30.0",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-27","13.65"," 1440"," 1521","0.00","0.0","0.0",,"58","41","  340","  350",,"25.9","32.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-28","3.80"," 2348"," 2357","0.00","0.0","0.0",,"63","35","  160","  150",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-29","21.03"," 1300"," 1347","0.00","0.0","0.0",,"70","47","  150","  150",,"38.9","55.0",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-04-30","18.34"," 2137"," 2245","0.05","0.6","0.0",,"54","29","  320","  300",,"34.9","42.9","    1",,,,,,,"    1",,,,"    1","    1",,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-01","19.91"," 0816"," 0815","0.00","0.1","1.0",,"36","27","  310","  300",,"31.1","38.9","    1",,,,,,,"    1",,,,"    1",,,"    1",,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-02","11.86"," 0118"," 0724","0.00","0.0","0.0",,"53","31","  340","  360",,"23.9","30.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-03","9.40"," 1707"," 1716","0.00","0.0","0.0",,"61","27","  190","  210",,"17.9","25.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-04","14.54"," 0920"," 0920","0.05","0.0","0.0",,"66","43","  170","  170",,"31.1","38.9","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-05","7.83"," 1126"," 0913","0.00","0.0","0.0",,"68","37","  310","   80",,"21.9","30.0","    1","    1",,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-06","8.50"," 2359"," 2358","0.00","0.0","0.0",,"72","43","  180","  180",,"21.9","25.9",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-07","6.93"," 2359"," 2358","0.01","0.0","0.0",,"72","49","  180","  180",,"21.9","25.9",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-08","14.99"," 1702"," 1652","0.23","0.0","0.0",,"61","54","  140","  120",,"25.1","32.0",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-09","12.75"," 0158"," 0157","0.83","0.0","0.0",,"65","54","  110","  110",,"30.0","38.0",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-10","10.07"," 0231"," 1343","0.66","0.0","0.0",,"74","53","   50","  190",,"25.9","30.0","    1",,,,,,,"    1",,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-11","14.09"," 2340"," 2336","0.00","0.0","0.0",,"62","46","  360","  360",,"25.9","32.0","    1",,,,,,,"    1",,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-12","20.13"," 2207"," 0340","0.00","0.0","0.0",,"48","41","  340","  360",,"28.0","36.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-13","18.34"," 0320"," 1711","0.01","0.0","0.0",,"47","40","  340","  350",,"25.1","30.0","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-14","12.53"," 1708"," 1729","0.18","0.0","0.0",,"60","40","   40","   40",,"23.9","29.1","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-15","9.62"," 1404"," 1503","0.00","0.0","0.0",,"66","36","   40","   30",,"21.0","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-16","8.28"," 1549"," 1547","0.00","0.0","0.0",,"68","37","  120","  120",,"19.9","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-17","10.51"," 1546"," 1545","0.00","0.0","0.0",,"73","41","  140","  130",,"21.0","32.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-18","8.72"," 1737"," 1736","0.00","0.0","0.0",,"74","45","  110","  100",,"17.9","25.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-19","7.61"," 1812"," 1630","0.00","0.0","0.0",,"78","50","  120","  110",,"17.9","25.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-20","13.42"," 1352"," 1349","0.08","0.0","0.0",,"70","55","  120","  110",,"29.1","34.9","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-21","12.97"," 2234"," 2233","0.16","0.0","0.0",,"70","57","  170","  170",,"23.9","32.0","    1",,,,,,,"    1",,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-22","7.83"," 1521"," 1520","0.78","0.0","0.0",,"71","56","   50","   50",,"21.0","25.1","    1",,"    1",,,,,"    1",,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-23","17.00"," 1911"," 1905","0.00","0.0","0.0",,"67","46","  350","  350",,"25.1","30.0","    1",,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-24","12.97"," 0650"," 0648","0.00","0.0","0.0",,"59","45","   20","   20",,"19.9","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-25","14.99"," 1519"," 1519","0.00","0.0","0.0",,"66","42","   30","   30",,"29.1","36.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-26","8.50"," 2311"," 2344","0.00","0.0","0.0",,"66","33","  130","  130",,"17.9","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-27","13.87"," 0913"," 0843","0.56","0.0","0.0",,"60","49","  150","  170",,"23.9","32.0","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-28","13.42"," 1447"," 1446","0.03","0.0","0.0",,"64","46","  250","  250",,"30.0","36.0",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-29","6.71"," 2359"," 1652","0.00","0.0","0.0",,"62","47","   50","   30",,"10.1","14.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-30","14.76"," 2007"," 2006","0.72","0.0","0.0",,"85","54","  220","  220",,"61.1","72.0","    1",,,,,,,"    1",,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-05-31","22.37"," 1755"," 1801","0.00","0.0","0.0",,"64","52","  280","  270",,"38.9","51.0",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-01","8.95"," 0007"," 0005","0.00","0.0","0.0",,"70","47","  270","  280",,"21.0","25.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-02","19.46"," 1445"," 1445","0.00","0.0","0.0",,"79","54","  150","  160",,"34.9","47.0",,,"    1",,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-03","12.97"," 0001"," 0034","0.00","0.0","0.0",,"83","60","  150","  150",,"30.0","40.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-04","8.95"," 1345"," 1343","0.00","0.0","0.0",,"72","52","  340","  350",,"17.9","23.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-05","10.96"," 1707"," 1445","0.00","0.0","0.0",,"85","51","  200","  170",,"19.9","25.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-06","9.40"," 1917"," 1800","0.00","0.0","0.0",,"92","63","   30","   30",,"21.9","28.0",,,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-07","16.11"," 1840"," 1840","0.00","0.0","0.0",,"94","59","  250","  260",,"31.1","40.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-08","15.66"," 0533"," 0534","0.00","0.0","0.0",,"66","52","  330","  330",,"25.1","32.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-09","7.61"," 1106"," 1106","0.00","0.0","0.0",,"68","45","   40","   40",,"17.9","23.9",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-10","6.04"," 9999",,"0.04","0.0","0.0",,"67","53","  100","   40",,"11.0","16.1",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-11","4.92"," 1640"," 1006","0.00","0.0","0.0",,"73","45","  180","   20",,"12.1","17.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-12","13.87"," 1439"," 1439","0.01","0.0","0.0",,"70","56","  140","  140",,"25.9","34.9",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-13","16.11"," 1122"," 1122","0.08","0.0","0.0",,"77","57","  170","  170",,"31.1","38.9",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-14","12.30"," 1337"," 1532","0.00","0.0","0.0",,"83","63","  150","  180",,"23.0","29.1",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-15","7.38"," 1015"," 1010","0.55","0.0","0.0",,"73","58","  260","  270",,"17.9","23.0","    1","    1",,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-16","6.26"," 1755"," 1750","0.00","0.0","0.0",,"77","54","   80","   60",,"17.0","21.0","    1","    1",,,,,,,,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-17","10.29"," 1454"," 2057","0.21","0.0","0.0",,"77","58","  130","  130",,"19.9","23.0","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-18","3.80"," 0222"," 0220","0.00","0.0","0.0",,"81","54","  270","  270",,"13.0","15.0",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-19","7.83"," 2323"," 2323","0.00","0.0","0.0",,"84","58","  120","  130",,"14.1","17.9","    1","    1",,,,,,,,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-20","11.86"," 2202"," 2059","0.00","0.0","0.0",,"75","62","   50","   50",,"19.9","25.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-21","15.21"," 1126"," 1126","1.81","0.0","0.0",,"63","58","   10","   20",,"28.0","36.9","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-22","14.09"," 1626"," 1625","0.37","0.0","0.0",,"61","59","  360","   10",,"21.9","29.1","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-23","8.05"," 0759"," 0212","0.00","0.0","0.0",,"76","54","  340","  360",,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-24","7.83"," 0704"," 2338","0.00","0.0","0.0",,"75","56","  160","  160",,"14.1","17.0","    1",,,,,,,"    1",,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-25","14.09"," 1906"," 2256","0.00","0.0","0.0",,"78","64","  160","  160",,"21.0","25.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-26","10.74"," 0850"," 0846","1.10","0.0","0.0",,"74","62","  150","  150",,"23.0","30.0","    1",,"    1",,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-27","9.62"," 1915"," 1914","0.24","0.0","0.0",,"72","55","  350","  350",,"21.9","30.0","    1",,,,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-28","5.14"," 1533"," 0926","0.00","0.0","0.0",,"75","50","  160","  100",,"15.0","23.0","    1",,,,,,,,,,,"    1",,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-29","18.34"," 1526"," 1417","0.00","0.0","0.0",,"88","64","  160","  170",,"30.0","40.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-06-30","12.30"," 1129"," 1128","0.00","0.0","0.0",,"98","76","  200","  190",,"23.9","30.0","    1",,,,,,,"    1",,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-07-01","7.83"," 1402"," 1353","0.00","0.0","0.0",,"85","67","  320","  310",,"17.0","21.9",,,,,,,,,,,,,"    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-07-02","5.82"," 1336"," 1337","0.00","0.0","0.0",,"85","61","  270","  280",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-07-03","11.41"," 1540"," 1533","0.00","0.0","0.0",,"89","63","  180","  170",,"21.0","29.1",,,,,,,,,,,,,,,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-07-04","12.30"," 2254"," 2254","0.49","0.0","0.0",,"93","69","   30","   20",,"23.0","33.1","    1",,"    1",,,,,,,,,"    1","    1",,,,
"USW00014914","FARGO HECTOR INTERNATIONAL AIRPORT, ND US","2011-07-05","7.61"," 1511"," 1516","0.00","0.0","0.0",,"83","63","  360","  340",,"17.0","21.9",,,,,,,,,,,,,,,,,
